date,S,vix,r,sentiment
2019-11-11,109.05427551269531,12.6899995803833,,
2019-11-12,108.41635131835938,12.680000305175781,1.92,
2019-11-13,107.8455581665039,13.0,1.88,
2019-11-14,107.94625854492188,13.050000190734863,1.82,
2019-11-15,108.72691345214844,12.050000190734863,1.84,
2019-11-18,109.6418685913086,12.460000038146973,1.81,
2019-11-19,109.60828399658203,12.859999656677246,1.79,
2019-11-20,108.81086730957031,12.779999732971191,1.73,
2019-11-21,109.06267547607422,13.130000114440918,1.77,
2019-11-22,109.78456115722656,12.34000015258789,1.77,
2019-11-25,110.37214660644531,11.869999885559082,1.76,
2019-11-26,110.52323150634766,11.539999961853027,1.74,
2019-11-27,110.8506088256836,11.75,1.77,
2019-11-29,110.5987548828125,12.619999885559082,1.78,
2019-12-02,110.3553466796875,14.90999984741211,1.83,
2019-12-03,108.936767578125,15.960000038146973,1.72,
2019-12-04,111.08562469482422,14.800000190734863,1.77,
2019-12-05,111.68999481201172,14.520000457763672,1.8,
2019-12-06,113.3519515991211,13.619999885559082,1.84,
2019-12-09,112.82318115234375,15.859999656677246,1.83,
2019-12-10,112.8987045288086,15.680000305175781,1.85,
2019-12-11,112.63008880615234,14.989999771118164,1.79,
2019-12-12,115.85340118408203,13.9399995803833,1.9,
2019-12-13,114.83772277832031,12.630000114440918,1.82,
2019-12-16,115.28260803222656,12.140000343322754,1.89,
2019-12-17,115.98768615722656,12.289999961853027,1.89,
2019-12-18,115.8701400756836,12.579999923706055,1.92,
2019-12-19,115.2909927368164,12.5,1.92,
2019-12-20,115.19867706298828,12.510000228881836,1.92,
2019-12-23,115.16507720947266,12.609999656677246,1.93,
2019-12-24,115.48405456542969,12.670000076293945,1.9,
2019-12-26,116.70954895019531,12.649999618530273,1.9,
2019-12-27,116.79351043701172,13.430000305175781,1.88,
2019-12-30,116.36541748046875,14.819999694824219,1.9,
