date,ticker,region,sector,cap_group,close,log_return,rv_lag,sigma_t,rv_5,rv_60,har_daily,har_weekly,har_monthly,beta,vix_proxy,vix_beta_adj,rf_rate,r_lag1,S_lag1,sentiment,sentiment_flag,sent_lag1,sent_ma5,regime,bsm_naive,bsm_oracle
2018-02-01,AAPL,US,Information_Technology,large,39.219844818115234,0.0020883072648403152,0.1506476629153587,0.1511095677829119,0.17637800318820937,,0.043670895974215466,0.17637800318820937,,,13.470000267028809,,0.0278,0.027200000000000002,39.13802719116211,,0,,,Low_Vol,1.690516031253167e-125,9.48772899532144e-125
2018-02-02,AAPL,US,Information_Technology,large,37.51808547973633,-0.0443597678809081,0.1511095677829119,0.2129682087179183,0.16121468859859125,,0.03315085010314184,0.16121468859859125,,,17.309999465942383,,0.028399999999999998,0.0278,39.219844818115234,,0,,,Low_Vol,3.0345882476072313e-124,8.395170809157178e-64
2018-02-05,AAPL,US,Information_Technology,large,36.580718994140625,-0.025301798017784247,0.2129682087179183,0.21818727868411783,0.31467208217707526,,0.7041894841766011,0.31467208217707526,0.20483433946176155,,37.31999969482422,,0.0277,0.028399999999999998,37.51808547973633,,0,,,Low_Vol,3.360487742604133e-69,4.853244822213169e-66
2018-02-06,AAPL,US,Information_Technology,large,38.10948944091797,0.04094201965260085,0.21818727868411783,0.27377711349295336,0.3228216797437569,,0.4016535916670648,0.3228216797437569,0.21761476795449666,,29.979999542236328,,0.0279,0.0277,36.580718994140625,,0,,,Low_Vol,4.421223814291302e-69,1.1092934786033156e-44
2018-02-07,AAPL,US,Information_Technology,large,37.29366683959961,-0.021639795400677408,0.27377711349295336,0.28096419619934415,0.513295218785011,,0.6499344130410056,0.513295218785011,0.2651233999390287,,27.729999542236328,,0.028399999999999998,0.0279,38.10948944091797,,0,,,High_Vol,1.435135244139655e-41,1.42735960243099e-39
2018-02-08,AAPL,US,Information_Technology,large,36.26749038696289,-0.027901764039165125,0.28096419619934415,0.2924106063711268,0.5199260115771408,,0.3435211023150705,0.5199260115771408,0.2676540452376775,,33.459999084472656,,0.0285,0.028399999999999998,37.29366683959961,,0,,,High_Vol,4.0647186142764275e-41,4.091332013535374e-38
2018-02-09,AAPL,US,Information_Technology,large,36.711090087890625,0.012157133272407932,0.2924106063711268,0.296669067392564,0.5208464502344872,,0.4429267727258159,0.5208464502344872,0.27938480080086453,,29.059999465942383,,0.028300000000000002,0.0285,36.26749038696289,,0,,,High_Vol,5.313502081097592e-40,6.438733244454506e-39
2018-02-12,AAPL,US,Information_Technology,large,38.189762115478516,0.03948858059988689,0.296669067392564,0.3331433537542677,0.47732225516587246,,0.19298850776556145,0.47732225516587246,0.2851475240405033,,25.610000610351562,,0.0286,0.028300000000000002,36.711090087890625,,0,,,High_Vol,4.096589101604824e-38,1.2875127357081028e-30
2018-02-13,AAPL,US,Information_Technology,large,38.57234573364258,0.009968115696076162,0.3331433537542677,0.3367762586853358,0.5180289639953185,,0.626861783365383,0.5180289639953185,0.3219995444303921,,24.969999313354492,,0.028300000000000002,0.0286,38.189762115478516,,0,,,High_Vol,1.395270312069992e-28,5.246514644121621e-28
2018-02-14,AAPL,US,Information_Technology,large,39.28352355957031,0.01826959517819656,0.3367762586853358,0.33830146813560746,0.43648751740888725,,0.1582389310304222,0.43648751740888725,0.3237046237877233,,19.260000228881836,,0.0291,0.028300000000000002,38.57234573364258,,0,,,High_Vol,1.621976761755343e-27,2.7656638917177793e-27
