date,regime,pred_vol,true_bsm_price,bsm_price,heston_price,sabr_price,ensemble_price
2018-12-06,High_Vol,0.25303501693011377,2.4045315371674008,2.049844997305044,0.0004068551520684995,2.050566508025213,1.8793106275185085
2018-12-07,High_Vol,0.266456528252539,1.6446297415927482,1.4988519073673423,0.00030646478671533025,1.4997429293626183,1.374323943822819
2018-12-10,High_Vol,0.27107078769674486,1.113346381122117,1.0444492253248576,0.00014906492013663856,1.0455362912422288,0.9578821756857555
2018-12-11,High_Vol,0.27872132626125423,0.9824622418868962,0.9600749547637406,9.857501184581784e-05,0.9612382773471353,0.880573033069284
2018-12-12,High_Vol,0.28240858145341863,1.1562575664811554,1.1680287995347811,0.00016492726817667796,1.1691167689993236,1.071160466865774
2018-12-14,High_Vol,0.26645334530049664,0.9024148454660086,0.8527790867901679,5.484574376018081e-05,0.8539240520685105,0.7822105335707621
2018-12-18,High_Vol,0.2705682893600383,0.5117422378775185,0.5080361570063783,0.0,0.5093647002452304,0.46628885620863664
2018-12-20,High_Vol,0.27613440326830296,0.26233126383557437,0.2910208685755995,0.0,0.29239235748470715,0.2673861349562001
2018-12-21,High_Vol,0.26980689928682516,0.26585876900140626,0.1305815402316064,0.0,0.13174520914628252,0.12022770149814899
2018-12-26,High_Vol,0.26585405777888604,0.43203078252484595,0.22692034650822812,0.0,0.2282109319751351,0.20859271934817145
