Feature,Standardized_Coefficient,Abs_Coeff
rv_lag1,0.019863341496228083,0.019863341496228083
sent_ma5,-0.00774146781920161,0.00774146781920161
r_lag1,-0.005898909909355025,0.005898909909355025
S_lag1,-0.00436068185450303,0.00436068185450303
sent_lag1,-0.00044323369491557703,0.00044323369491557703
