date,rolling_vol,regime,actual_vol,lr_pred_vol,rf_pred_vol,xgb_pred_vol,best_vol_pred,two_step_price,e2e_price,true_bsm_price,bsm_baseline_price,vol_residual,two_step_price_residual,e2e_price_residual
2018-11-05,0.21646391361313275,High_Vol,0.21755524450037372,0.18531954080199722,0.20302779742422372,0.19448414,0.18531954080199722,4.94384197958081,4.0770516,5.1568280409619405,5.127682743034271,0.0322357036983765,0.2129860613811303,1.0797764014050557
2018-11-08,0.21755524450037372,High_Vol,0.21687553488777225,0.19090489588193468,0.20718899041650016,0.20568247,0.19090489588193468,7.628767066498554,4.48265,7.7196783941934655,7.718050133474009,0.02597063900583757,0.09091132769491139,3.2370285910318444
2018-11-09,0.21687553488777225,High_Vol,0.21772114586794925,0.1932130326892876,0.19714268624647086,0.19828616,0.1932130326892876,6.494672428758392,5.5296946,6.6133244104436955,6.612453757685017,0.02450811317866164,0.11865198168530355,1.083629853253754
2018-11-13,0.21772114586794925,High_Vol,0.23656851291173844,0.18939874204523321,0.1901538570305545,0.1939118,0.18939874204523321,4.962177962309482,4.465719,5.290550351623239,5.147139600460051,0.04716977086650523,0.32837238931375623,0.8248311286007777
2018-11-15,0.23656851291173844,High_Vol,0.24616160282530264,0.19381813430720768,0.20289964069902328,0.19899385,0.19381813430720768,5.142919963993222,4.1333785,5.507592556279761,5.301534229087309,0.05234346851809496,0.3646725922865386,1.3742140505729736
2018-11-20,0.24616160282530264,High_Vol,0.2639810631746319,0.208423028067794,0.2227165106523514,0.23602165,0.208423028067794,3.942277706674112,3.920657,4.427724808710657,4.184418290807741,0.05555803510683788,0.4854471020365452,0.507067889231287
2018-11-26,0.2639810631746319,High_Vol,0.24966414020189423,0.2161469631606263,0.2205974686890676,0.21046555,0.2161469631606263,4.550214442119291,3.889319,4.822921688652158,4.793697886319251,0.03351717704126794,0.2727072465328675,0.9336027456284768
2018-11-28,0.24966414020189423,High_Vol,0.2773337118728744,0.21534907675388623,0.27109550172384494,0.24253,0.21534907675388623,5.582336170702931,4.2207937,6.03087828314311,5.928246887650857,0.06198463511898819,0.4485421124401796,1.8100845590830517
2018-12-04,0.2773337118728744,High_Vol,0.2829263617227206,0.20947294940182268,0.203438622369789,0.19233531,0.20947294940182268,2.6143618046028934,4.4855065,3.3389077283249264,3.010174375284329,0.07345341232089794,0.7245459237220331,-1.1465988062514896
2018-12-06,0.2829263617227206,High_Vol,0.28920924856670827,0.25303501693011377,0.2566680475838402,0.25796944,0.25303501693011377,2.049844997305044,3.5852034,2.4045315371674008,2.287992529985438,0.0361742316365945,0.35468653986235665,-1.1806718720275455
2018-12-07,0.28920924856670827,High_Vol,0.28249170103888904,0.266456528252539,0.24575273588609942,0.24795444,0.266456528252539,1.4988519073673423,2.9606125,1.6446297415927482,1.648599051134397,0.016035172786350027,0.1457778342254059,-1.3159827938839364
2018-12-10,0.28249170103888904,High_Vol,0.27970431671853835,0.27107078769674486,0.2460504039942436,0.24235474,0.27107078769674486,1.0444492253248576,2.079388,1.113346381122117,1.1901449981923093,0.008633529021793485,0.0688971557972593,-0.966041522091384
2018-12-11,0.27970431671853835,High_Vol,0.2816783797919831,0.27872132626125423,0.2460064426400822,0.25131434,0.27872132626125423,0.9600749547637406,2.4823723,0.9824622418868962,0.9886398215881691,0.0029570535307288925,0.02238728712315563,-1.4999100420486506
2018-12-12,0.2816783797919831,High_Vol,0.28095815188879425,0.28240858145341863,0.24747044802487678,0.24496399,0.28240858145341863,1.1680287995347811,2.6283844,1.1562575664811554,1.1460992217909016,-0.0014504295646243781,-0.011771233053625707,-1.4721267852491913
2018-12-14,0.28095815188879425,High_Vol,0.27318934920208393,0.26645334530049664,0.24426584312493474,0.23616076,0.26645334530049664,0.8527790867901679,2.279883,0.9024148454660086,0.9658905241319502,0.006736003901587295,0.04963575867584069,-1.377468062401423
2018-12-18,0.27318934920208393,High_Vol,0.27122620160335054,0.2705682893600383,0.24485177405299743,0.24553204,0.2705682893600383,0.5080361570063783,2.7841852,0.5117422378775185,0.5676584432505862,0.000657912243312242,0.003706080871140216,-2.272442933249801
2018-12-20,0.27122620160335054,High_Vol,0.26881649357006415,0.27613440326830296,0.24857679086872483,0.24801983,0.27613440326830296,0.2910208685755995,2.8902617,0.26233126383557437,0.2793108131875348,-0.007317909698238811,-0.028689604740025132,-2.627930386249875
2018-12-21,0.26881649357006415,High_Vol,0.31573099988544356,0.26980689928682516,0.24846625163577143,0.24955541,0.26980689928682516,0.1305815402316064,2.344729,0.26585876900140626,0.13401529094331632,0.0459241005986184,0.13527722876979986,-2.0788701776843848
2018-12-26,0.31573099988544356,High_Vol,0.3156198088191223,0.26585405777888604,0.2461068104441236,0.24622028,0.26585405777888604,0.22692034650822812,3.2370148,0.43203078252484595,0.23743970358778022,0.049765751040236283,0.20511043601661783,-2.8049839879829666
